Record,Claim Type,Claim Name,Points,Bettor,Bettor_Name,Created Time,Team,Team_Name,Week,Week Name,Team 1 Score,Team 2 Score,Team 3 Score,Weight Points,Current Week Weight,Current Week Run,Current Week Sport,Current Week Exercise,Current Week Food,Current Week Booze,Current Week Walking,Current Week Score,W1 Score,W2 Score,W3 Score,W4 Score,W5 Score,W6 Score,W7 Score,W8 Score,W9 Score,W10 Score,W11 Score,W12 Score,W13 Score,W14 Score,W15 Score,Current Week,Created,Icon
12132,Run,Run,-10,Ty,Ty,7/18/2022,Team 2,Team 2,Week 1,Week 1,0,-10,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",2️⃣
12133,Exercise,Exercise,6,Oki,Oki,7/18/2022,Team 3,Team 3,Week 2,Week 2,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",3️⃣
12134,Run,Run,3,Sooper,Sooper,7/18/2022,Team 2,Team 2,Week 2,Week 2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",2️⃣
12135,Exercise,Exercise,1,Sooper,Sooper,7/18/2022,Team 2,Team 2,Week 2,Week 2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",2️⃣
12136,Walking,Walking,1,Sooper,Sooper,7/18/2022,Team 2,Team 2,Week 2,Week 2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",2️⃣
12137,Booze,Booze,2,Ginn,Ginn,7/18/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",2️⃣
12138,Food,Food,4,Bill,Bill,7/18/2022,Team 3,Team 3,Week 1,Week 1,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",3️⃣
12139,Booze,Booze,2,Bill,Bill,7/18/2022,Team 3,Team 3,Week 1,Week 1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",3️⃣
12140,Run,Run,6,Bill,Bill,7/18/2022,Team 3,Team 3,Week 1,Week 1,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",3️⃣
12141,Booze,Booze,-2,Bill,Bill,7/18/2022,Team 3,Team 3,Week 1,Week 1,0,0,-2,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",3️⃣
12142,Food,Food,-4,Bill,Bill,7/18/2022,Team 3,Team 3,Week 1,Week 1,0,0,-4,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",3️⃣
12143,Run,Run,-6,Bill,Bill,7/18/2022,Team 3,Team 3,Week 1,Week 1,0,0,-6,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",3️⃣
12144,Booze,Booze,2,Bill,Bill,7/18/2022,Team 3,Team 3,Week 2,Week 2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",3️⃣
12145,Run,Run,6,Bill,Bill,7/18/2022,Team 3,Team 3,Week 2,Week 2,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",3️⃣
12146,Food,Food,4,Bill,Bill,7/18/2022,Team 3,Team 3,Week 2,Week 2,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",3️⃣
12147,Booze,Booze,2,Sooper,Sooper,7/18/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",2️⃣
12148,Exercise,Exercise,5,Bobby,Bobby,7/18/2022,Team 1,Team 1,Week 2,Week 2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",1️⃣
12149,Food,Food,4,Oki,Oki,7/18/2022,Team 3,Team 3,Week 2,Week 2,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",3️⃣
12150,Booze,Booze,2,Oki,Oki,7/18/2022,Team 3,Team 3,Week 2,Week 2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 18, 2022",3️⃣
12151,Food,Food,2,Ty,Ty,7/19/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",2️⃣
12152,Booze,Booze,2,Ty,Ty,7/19/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",2️⃣
12153,Walking,Walking,1,Ty,Ty,7/19/2022,Team 2,Team 2,Week 2,Week 2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",2️⃣
12154,Walking,Walking,1,Weech,Weech,7/19/2022,Team 1,Team 1,Week 2,Week 2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",1️⃣
12155,Sport,Sport,3,Brent,Brent,7/19/2022,Team 3,Team 3,Week 2,Week 2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",3️⃣
12156,Walking,Walking,1,Brent,Brent,7/19/2022,Team 3,Team 3,Week 2,Week 2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",3️⃣
12157,Booze,Booze,2,CSlats,CSlats,7/19/2022,Team 1,Team 1,Week 2,Week 2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",1️⃣
12158,Exercise,Exercise,4,CSlats,CSlats,7/19/2022,Team 1,Team 1,Week 2,Week 2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",1️⃣
12159,Run,Run,9,Bobby,Bobby,7/19/2022,Team 1,Team 1,Week 2,Week 2,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",1️⃣
12160,Walking,Walking,1,Sooper,Sooper,7/19/2022,Team 2,Team 2,Week 2,Week 2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",2️⃣
12161,Food,Food,4,Sooper,Sooper,7/19/2022,Team 2,Team 2,Week 2,Week 2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",2️⃣
12162,Booze,Booze,2,Sooper,Sooper,7/19/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",2️⃣
12163,Booze,Booze,2,Ginn,Ginn,7/19/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",2️⃣
12164,Sport,Sport,3,Brent,Brent,7/19/2022,Team 3,Team 3,Week 2,Week 2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",3️⃣
12165,Exercise,Exercise,5,Oki,Oki,7/19/2022,Team 3,Team 3,Week 2,Week 2,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",3️⃣
12166,Run,Run,2,Oki,Oki,7/19/2022,Team 3,Team 3,Week 2,Week 2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",3️⃣
12167,Booze,Booze,2,CSlats,CSlats,7/19/2022,Team 1,Team 1,Week 2,Week 2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",1️⃣
12168,Exercise,Exercise,5,CSlats,CSlats,7/19/2022,Team 1,Team 1,Week 2,Week 2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 19, 2022",1️⃣
12169,Food,Food,2,Ty,Ty,7/20/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 20, 2022",2️⃣
12170,Booze,Booze,2,Ty,Ty,7/20/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 20, 2022",2️⃣
12171,Food,Food,4,Bobby,Bobby,7/20/2022,Team 1,Team 1,Week 2,Week 2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 20, 2022",1️⃣
12172,Booze,Booze,2,Bill,Bill,7/20/2022,Team 3,Team 3,Week 2,Week 2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 20, 2022",3️⃣
12173,Run,Run,10,Ty,Ty,7/20/2022,Team 2,Team 2,Week 2,Week 2,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 20, 2022",2️⃣
12174,Exercise,Exercise,8,Ginn,Ginn,7/20/2022,Team 2,Team 2,Week 2,Week 2,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 20, 2022",2️⃣
12175,Booze,Booze,2,Ginn,Ginn,7/20/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 20, 2022",2️⃣
12176,Food,Food,4,Ginn,Ginn,7/20/2022,Team 2,Team 2,Week 2,Week 2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 20, 2022",2️⃣
12177,Booze,Booze,2,Oki,Oki,7/20/2022,Team 3,Team 3,Week 2,Week 2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 20, 2022",3️⃣
12178,Run,Run,5,Bill,Bill,7/20/2022,Team 3,Team 3,Week 2,Week 2,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 20, 2022",3️⃣
12179,Booze,Booze,2,Bill,Bill,7/20/2022,Team 3,Team 3,Week 2,Week 2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 20, 2022",3️⃣
12180,Food,Food,2,CSlats,CSlats,7/20/2022,Team 1,Team 1,Week 2,Week 2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 20, 2022",1️⃣
12181,Exercise,Exercise,5,CSlats,CSlats,7/20/2022,Team 1,Team 1,Week 2,Week 2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 20, 2022",1️⃣
12182,Walking,Walking,1,Bobby,Bobby,7/21/2022,Team 1,Team 1,Week 2,Week 2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 21, 2022",1️⃣
12183,Sport,Sport,1,Sooper,Sooper,7/21/2022,Team 2,Team 2,Week 2,Week 2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 21, 2022",2️⃣
12184,Walking,Walking,2,Ty,Ty,7/21/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 21, 2022",2️⃣
12185,Run,Run,11,Bobby,Bobby,7/21/2022,Team 1,Team 1,Week 2,Week 2,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 21, 2022",1️⃣
12186,Food,Food,2,Weech,Weech,7/21/2022,Team 1,Team 1,Week 2,Week 2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 21, 2022",1️⃣
12187,Walking,Walking,1,Weech,Weech,7/21/2022,Team 1,Team 1,Week 2,Week 2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 21, 2022",1️⃣
12188,Exercise,Exercise,5,Oki,Oki,7/21/2022,Team 3,Team 3,Week 2,Week 2,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 21, 2022",3️⃣
12189,Exercise,Exercise,5,Brent,Brent,7/21/2022,Team 3,Team 3,Week 2,Week 2,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 21, 2022",3️⃣
12190,Food,Food,4,Ty,Ty,7/22/2022,Team 2,Team 2,Week 2,Week 2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",2️⃣
12191,Booze,Booze,2,Ty,Ty,7/22/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",2️⃣
12192,Booze,Booze,2,Ginn,Ginn,7/22/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",2️⃣
12193,Food,Food,2,Ginn,Ginn,7/22/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",2️⃣
12194,Sport,Sport,3,Ginn,Ginn,7/22/2022,Team 2,Team 2,Week 2,Week 2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",2️⃣
12195,Sport,Sport,3,Bill,Bill,7/22/2022,Team 3,Team 3,Week 2,Week 2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",3️⃣
12196,Booze,Booze,2,Sooper,Sooper,7/22/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",2️⃣
12197,Food,Food,2,Bobby,Bobby,7/22/2022,Team 1,Team 1,Week 2,Week 2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",1️⃣
12198,Sport,Sport,3,Bobby,Bobby,7/22/2022,Team 1,Team 1,Week 2,Week 2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",1️⃣
12199,Sport,Sport,3,Oki,Oki,7/22/2022,Team 3,Team 3,Week 2,Week 2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",3️⃣
12200,Walking,Walking,2,Weech,Weech,7/22/2022,Team 1,Team 1,Week 2,Week 2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",1️⃣
12201,Sport,Sport,3,Weech,Weech,7/22/2022,Team 1,Team 1,Week 2,Week 2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",1️⃣
12202,Booze,Booze,2,CSlats,CSlats,7/22/2022,Team 1,Team 1,Week 2,Week 2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",1️⃣
12203,Food,Food,2,CSlats,CSlats,7/22/2022,Team 1,Team 1,Week 2,Week 2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",1️⃣
12204,Sport,Sport,3,CSlats,CSlats,7/22/2022,Team 1,Team 1,Week 2,Week 2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",1️⃣
12205,Exercise,Exercise,8,Ginn,Ginn,7/22/2022,Team 2,Team 2,Week 2,Week 2,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",2️⃣
12206,Walking,Walking,1,Sooper,Sooper,7/22/2022,Team 2,Team 2,Week 2,Week 2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",2️⃣
12207,Booze,Booze,2,Sooper,Sooper,7/22/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",2️⃣
12208,Food,Food,2,Sooper,Sooper,7/22/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",2️⃣
12209,Food,Food,2,Sooper,Sooper,7/22/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",2️⃣
12210,Booze,Booze,2,Ginn,Ginn,7/22/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 22, 2022",2️⃣
12211,Run,Run,20,Bobby,Bobby,7/23/2022,Team 1,Team 1,Week 2,Week 2,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 23, 2022",1️⃣
12212,Exercise,Exercise,5,Oki,Oki,7/23/2022,Team 3,Team 3,Week 2,Week 2,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 23, 2022",3️⃣
12213,Walking,Walking,1,Bobby,Bobby,7/23/2022,Team 1,Team 1,Week 2,Week 2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 23, 2022",1️⃣
12214,Booze,Booze,2,Sooper,Sooper,7/23/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 23, 2022",2️⃣
12215,Walking,Walking,1,Sooper,Sooper,7/23/2022,Team 2,Team 2,Week 2,Week 2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 23, 2022",2️⃣
12216,Booze,Booze,2,Oki,Oki,7/23/2022,Team 3,Team 3,Week 2,Week 2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 23, 2022",3️⃣
12217,Sport,Sport,3,Brent,Brent,7/24/2022,Team 3,Team 3,Week 2,Week 2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",3️⃣
12218,Walking,Walking,2,Brent,Brent,7/24/2022,Team 3,Team 3,Week 2,Week 2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",3️⃣
12219,Walking,Walking,1,Ty,Ty,7/24/2022,Team 2,Team 2,Week 2,Week 2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",2️⃣
12220,Sport,Sport,3,Ginn,Ginn,7/24/2022,Team 2,Team 2,Week 2,Week 2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",2️⃣
12221,Exercise,Exercise,5,Bobby,Bobby,7/24/2022,Team 1,Team 1,Week 2,Week 2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",1️⃣
12222,Sport,Sport,3,Weech,Weech,7/24/2022,Team 1,Team 1,Week 2,Week 2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",1️⃣
12223,Walking,Walking,1,Weech,Weech,7/24/2022,Team 1,Team 1,Week 2,Week 2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",1️⃣
12224,Exercise,Exercise,6,Brent,Brent,7/24/2022,Team 3,Team 3,Week 2,Week 2,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",3️⃣
12225,Food,Food,4,Brent,Brent,7/24/2022,Team 3,Team 3,Week 2,Week 2,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",3️⃣
12226,Booze,Booze,2,Ginn,Ginn,7/24/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",2️⃣
12227,Exercise,Exercise,5,Oki,Oki,7/24/2022,Team 3,Team 3,Week 2,Week 2,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",3️⃣
12228,Booze,Booze,2,Sooper,Sooper,7/24/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",2️⃣
12229,Booze,Booze,2,Oki,Oki,7/24/2022,Team 3,Team 3,Week 2,Week 2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",3️⃣
12230,Exercise,Exercise,6,Bill,Bill,7/24/2022,Team 3,Team 3,Week 2,Week 2,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",3️⃣
12231,Booze,Booze,2,Bill,Bill,7/24/2022,Team 3,Team 3,Week 2,Week 2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",3️⃣
12232,Booze,Booze,2,CSlats,CSlats,7/24/2022,Team 1,Team 1,Week 2,Week 2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",1️⃣
12233,Food,Food,4,CSlats,CSlats,7/24/2022,Team 1,Team 1,Week 2,Week 2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",1️⃣
12234,Exercise,Exercise,6,CSlats,CSlats,7/24/2022,Team 1,Team 1,Week 2,Week 2,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 24, 2022",1️⃣
12235,Booze,Booze,2,Ty,Ty,7/25/2022,Team 2,Team 2,Week 2,Week 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 25, 2022",2️⃣
12236,Weight,Weight,8,Bobby,Bobby,7/25/2022,Team 1,Team 1,Week 2,Week 2,8,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 25, 2022",1️⃣
12237,Weight,Weight,-12,Weech,Weech,7/25/2022,Team 1,Team 1,Week 2,Week 2,-12,0,0,-12,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 25, 2022",1️⃣
12238,Weight,Weight,1,Brent,Brent,7/25/2022,Team 3,Team 3,Week 2,Week 2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 25, 2022",3️⃣
12239,Weight,Weight,7,Oki,Oki,7/25/2022,Team 3,Team 3,Week 2,Week 2,0,0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 25, 2022",3️⃣
12240,Weight,Weight,22,Ginn,Ginn,7/25/2022,Team 2,Team 2,Week 2,Week 2,0,22,0,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 25, 2022",2️⃣
12241,Weight,Weight,-8,Bill,Bill,7/25/2022,Team 3,Team 3,Week 2,Week 2,0,0,-8,-8,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 25, 2022",3️⃣
12242,Weight,Weight,-12,Sooper,Sooper,7/25/2022,Team 2,Team 2,Week 2,Week 2,0,-12,0,-12,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"July 25, 2022",2️⃣
